Gene	F_Hom	E_Hom	D_Hom	C_Wt	B_Wt	A_Wt
Gm28299	0	0	0	0	0	0
Gm2830	221	248	213	212	199	309
Gm28300	0	0	0	0	0	0
Gm28301	0	0	0	0	0	0
Gm28302	0	0	0	0	0	0
Gm28303	0	0	0	0	0	0
Gm28304	0	0	0	0	0	0
Gm28305	0	0	0	0	0	0
Gm28306	0	0	0	0	0	0
Gm28307	0	1	0	1	0	0
Gm28308	0	0	0	0	0	0
Gm28309	0	0	0	0	0	0
Gm28310	0	0	0	0	0	0
Gm28311	0	0	0	0	0	0
Gm28312	0	0	0	0	0	0
Gm28313	0	0	0	0	0	0
Gm28314	0	0	0	0	0	0
Gm28315	0	0	0	0	0	0
Gm28316	0	0	0	0	0	0
Gm28317	0	0	0	0	0	0
Gm28318	0	0	0	0	0	0
Gm28319	0	2	0	1	0	0
Gm2832	0	0	0	0	0	0
Gm28320	1	0	4	1	0	3
Gm28321	0	0	0	0	0	0
Gm28322	0	0	0	0	1	0
Gm28323	1	5	5	4	4	3
Gm28324	0	0	0	0	0	0
Gm28325	0	0	0	0	0	0
Gm28326	0	0	0	0	0	0
Gm28327	0	0	0	0	0	0
Gm28328	0	0	0	0	0	0
Gm28329	0	0	0	0	0	0
Gm28330	0	0	0	0	0	0
Gm28331	0	0	0	0	0	0
Gm28332	0	0	0	0	0	0
Gm28333	0	0	0	0	0	0
Gm28334	0	0	0	0	0	0
Gm28335	0	0	0	0	0	0
Gm28336	0	0	0	0	0	0
Gm28337	0	0	0	0	0	0
Gm28338	0	0	0	0	0	0
Gm28339	0	0	0	0	0	0
Gm28340	0	0	0	0	0	0
Gm28341	0	0	0	0	0	0
Gm28342	2	2	2	3	5	2
Gm28343	0	0	0	0	0	0
Gm28344	0	0	0	0	0	0
Gm28345	0	0	0	0	0	0
Gm28346	0	0	0	0	0	0
Gm28347	1	0	2	1	1	0
Gm28348	0	0	0	0	0	0
Gm28349	0	0	0	0	0	0
Gm28350	0	0	0	0	0	0
Gm28351	0	0	0	0	0	0
Gm28352	0	0	0	0	0	0
Gm28353	0	0	0	0	0	0
Gm28354	0	0	0	0	0	0
Gm28355	0	0	0	0	0	0
Gm28356	0	0	0	0	0	0
Gm28357	0	0	0	0	0	0
Gm28358	0	0	0	0	0	0
Gm28359	0	0	0	0	0	0
Gm28360	0	0	0	0	0	0
Gm28361	2	3	0	1	2	0
Gm28362	0	0	0	0	0	0
Gm28363	0	0	0	0	0	0
Gm28364	0	0	0	0	0	0
Gm28365	0	0	0	0	0	0
Gm28366	0	0	0	0	0	0
Gm28367	0	0	0	0	0	0
Gm28368	0	0	0	0	0	0
Gm28369	0	0	0	0	0	0
Gm28370	0	0	0	0	0	0
Gm28371	0	0	0	0	0	0
Gm28372	0	0	0	0	0	0
Gm28374	0	0	0	0	0	0
Gm28375	0	0	0	0	0	0
Gm28376	0	0	0	0	0	0
Gm28377	0	0	0	0	0	0
Gm28378	0	0	0	0	0	0
Gm28379	0	0	0	0	0	0
Gm28380	0	0	0	0	0	0
Gm28381	1	0	0	0	0	0
Gm28382	1	1	0	4	1	2
Gm28383	0	0	0	0	0	0
Gm28384	0	0	0	0	0	0
Gm28385	0	0	0	0	0	0
Gm28386	5	3	0	1	0	3
Gm28387	0	0	0	0	0	0
Gm28388	0	0	0	0	0	0
Gm28389	0	0	0	0	0	0
Gm28390	0	0	0	0	0	0
Gm28391	0	0	0	0	0	0
Gm28392	0	0	0	0	0	0
Gm28393	0	0	0	0	0	0
Gm28394	0	0	0	0	0	0
Gm28395	0	0	0	0	0	0
Gm28396	0	0	0	0	0	0
Gm28397	0	0	0	0	0	0
Gm28398	0	0	0	0	0	0
Gm28399	0	0	0	0	0	0
Gm2840	5	4	1	3	6	7
Gm28400	0	0	0	0	0	0
Gm28401	0	0	0	0	0	0
Gm28402	0	0	0	0	0	0
Gm28403	1	0	1	1	4	0
Gm28404	1	0	0	0	1	0
Gm28405	0	0	0	0	0	0
Gm28406	0	0	0	0	0	0
Gm28407	0	0	0	0	0	0
Gm28408	0	0	0	0	0	0
Gm28409	0	0	0	0	0	0
Gm28410	0	0	0	0	0	0
Gm28411	1	1	1	0	0	1
Gm28412	0	0	0	0	0	0
Gm28413	0	0	0	0	0	0
Gm28414	0	0	0	0	0	0
Gm28415	0	0	0	0	0	0
Gm28416	0	0	0	0	0	0
Gm28417	14	10	6	3	6	5
Gm28418	0	0	0	0	0	0
Gm28419	0	0	0	0	0	1
Gm28420	0	0	0	0	0	0
Gm28421	0	0	0	0	0	0
Gm28422	0	0	0	0	0	0
Gm28423	0	0	0	0	0	0
Gm28424	5	6	3	1	1	1
Gm28425	0	0	0	0	0	0
Gm28426	0	0	0	0	0	0
Gm28427	0	0	0	0	0	0
Gm28428	0	0	0	0	0	0
Gm28429	0	0	0	0	0	0
Gm28430	0	0	0	0	0	0
Gm28431	0	0	0	0	0	0
Gm28432	0	0	0	0	0	0
Gm28433	0	0	0	0	0	0
Gm28434	0	0	0	0	0	0
Gm28435	0	0	0	0	0	0
Gm28436	0	0	0	0	0	0
Gm28437	19685	13953	13332	9463	11188	11654
Gm28438	2824	1978	1825	1516	1775	2119
Gm28439	7868	5420	4615	4569	6101	5808
Gm28440	0	0	0	0	0	0
Gm28441	0	0	0	0	0	0
Gm28442	0	0	0	0	0	0
Gm28443	0	0	0	0	0	0
Gm28444	0	0	0	0	0	0
Gm28445	0	0	0	0	0	0
Gm28446	0	0	0	0	0	0
Gm28447	0	0	0	0	0	0
Gm28448	0	0	0	0	0	0
Gm28449	0	0	0	0	0	0
Gm28450	0	0	0	0	0	0
Gm28451	0	0	0	0	0	0
Gm28452	0	0	0	0	0	0
Gm28453	0	0	0	0	0	0
Gm28454	0	0	0	0	0	0
Gm28455	0	1	3	0	2	0
Gm28457	0	0	0	0	0	0
Gm28458	0	0	0	0	0	0
Gm28459	0	0	0	0	0	0
Gm28460	0	0	0	0	0	0
Gm28461	0	0	0	0	0	0
Gm28462	0	0	0	0	0	0
Gm28463	0	0	0	0	0	0
Gm28464	0	0	0	0	0	0
Gm28465	0	0	0	0	0	0
Gm28466	0	0	0	0	0	0
Gm28467	0	0	0	0	0	0
Gm28468	0	0	0	0	0	0
Gm28469	0	0	0	0	0	0
Gm28470	0	0	0	0	0	0
Gm28471	0	0	0	0	0	0
Gm28472	0	0	0	0	0	0
Gm28473	0	0	0	0	0	0
Gm28474	0	0	0	0	0	0
Gm28475	0	0	0	0	0	0
Gm28476	0	0	0	0	0	0
Gm28477	0	0	0	0	0	0
Gm28478	0	0	0	0	0	0
Gm28479	0	0	0	0	0	0
Gm28480	0	0	0	0	0	0
Gm28481	0	0	0	0	0	0
Gm28482	0	0	0	0	0	0
Gm28483	0	0	0	0	0	0
Gm28484	0	0	0	0	0	0
Gm28485	0	0	0	0	0	0
Gm28486	0	0	0	0	0	0
Gm28487	0	0	0	0	0	0
Gm28488	0	0	0	0	0	0
Gm28489	0	0	0	0	0	0
Gm28490	0	0	0	0	0	0
Gm28491	0	0	0	0	0	0
Gm28492	0	0	0	0	0	0
Gm28493	0	0	0	0	0	0
Gm28494	0	0	0	0	0	0
Gm28495	0	0	0	0	0	0
Gm28496	1	1	0	0	0	1
Gm28497	0	0	2	1	0	0
Gm28498	0	0	0	0	0	0
Gm28499	1	0	0	1	0	0
Gm28500	0	0	0	0	0	0
Gm28501	0	0	0	0	0	0
Gm28502	0	0	0	0	0	0
Gm28503	0	0	0	0	0	0
Gm28504	0	0	0	0	0	1
Gm28505	0	0	0	0	0	0
Gm28506	0	0	0	0	0	0
Gm28507	0	0	0	0	0	0
Gm28508	0	0	0	0	0	0
Gm28509	0	0	0	0	0	0
Gm28510	0	0	0	0	0	0
Gm28511	0	0	1	0	0	0
Gm28512	9	6	3	0	0	3
Gm28513	0	0	0	0	0	0
Gm28514	0	0	2	2	6	0
Gm28515	2	0	0	2	2	0
Gm28516	0	0	0	1	0	0
Gm28517	0	0	0	0	0	0
Gm28518	0	0	0	0	0	0
Gm28519	0	0	0	0	0	0
Gm28520	0	0	0	0	0	0
Gm28521	0	0	0	0	0	0
Gm28522	0	0	0	0	0	0
Gm28523	25	32	21	16	18	20
Gm28524	0	0	0	2	1	1
Gm28525	0	0	0	0	0	0
Gm28526	0	0	0	0	0	0
Gm28527	5	6	7	7	2	1
Gm28528	0	0	0	0	0	0
Gm28529	33	34	28	17	31	18
Gm28530	39	38	29	35	26	27
Gm28531	0	0	0	0	0	0
Gm28532	0	0	0	0	0	0
Gm28533	0	0	0	0	0	0
Gm28534	0	0	0	0	0	0
Gm28535	1	0	0	0	0	4
Gm28536	0	0	0	0	0	0
Gm28537	0	0	0	0	0	0
Gm28538	0	0	0	0	0	0
Gm28539	0	0	0	0	0	0
Gm2854	0	0	0	0	0	0
Gm28540	0	0	0	0	0	0
Gm28541	0	0	0	0	0	0
Gm28542	0	0	0	0	0	0
Gm28543	0	0	0	0	0	0
Gm28544	0	0	0	0	0	0
Gm28545	0	0	0	0	0	0
Gm28546	0	0	0	0	0	0
Gm28547	0	0	0	0	0	0
Gm28548	0	0	0	0	0	0
Gm28549	0	0	0	0	0	0
Gm2855	0	0	0	0	0	0
Gm28550	0	0	0	0	0	0
Gm28551	0	0	0	0	0	0
Gm28552	0	0	0	0	0	0
Gm28553	0	0	0	0	0	0
Gm28554	0	0	0	0	0	0
Gm28555	0	0	0	0	0	0
Gm28556	0	0	1	0	2	0
Gm28557	8	19	20	11	13	12
Gm28558	0	0	0	0	0	0
Gm28559	0	0	0	0	0	0
Gm28560	0	0	0	0	0	0
Gm28561	0	0	0	0	0	0
Gm28562	0	0	0	0	0	0
Gm28563	0	0	0	0	0	0
Gm28564	0	0	0	0	0	0
Gm28565	0	0	0	0	0	0
Gm28566	0	0	0	0	0	0
Gm28567	0	0	0	0	0	0
Gm28568	0	0	0	0	0	0
Gm28569	0	0	0	0	0	0
Gm28570	0	0	0	0	0	0
Gm28571	0	0	0	0	0	0
Gm28572	0	0	0	0	0	0
Gm28573	0	0	0	0	0	0
Gm28574	0	0	0	0	0	0
Gm28575	0	0	0	0	0	0
Gm28576	0	0	0	0	0	0
Gm28578	0	0	0	0	0	1
Gm28579	0	0	0	0	0	0
Gm28580	0	0	1	0	0	0
Gm28581	0	0	0	0	0	0
Gm28582	9	5	15	8	7	15
Gm28583	0	0	0	0	0	0
Gm28584	0	0	0	0	0	0
Gm28585	0	0	0	0	0	0
Gm28586	2	0	0	0	1	1
Gm28587	0	0	0	0	0	0
Gm28588	0	0	0	0	0	0
Gm28589	0	0	0	0	0	0
Gm28590	0	0	0	0	0	0
Gm28591	3	3	2	0	2	0
Gm28592	3	2	3	1	0	2
Gm28593	0	0	0	0	0	0
Gm28594	0	0	0	0	0	0
Gm28595	0	0	0	0	0	0
Gm28596	0	0	0	0	0	0
Gm28597	0	0	0	0	0	0
Gm28598	0	0	0	0	0	0
Gm28599	0	0	0	0	0	0
Gm28600	0	0	0	0	0	0
Gm28601	0	0	0	0	0	0
Gm28602	0	0	0	0	0	0
Gm28603	0	0	0	0	0	0
Gm28604	0	0	0	0	0	0
Gm28605	0	0	0	0	0	0
Gm28606	0	0	0	0	0	0
Gm28607	0	0	0	0	0	0
Gm28608	0	0	0	0	0	0
Gm28609	10	8	5	1	2	0
Gm28610	0	0	0	0	0	0
Gm28611	0	0	0	0	0	0
Gm28612	0	0	0	0	0	0
Gm28613	0	0	0	0	0	0
Gm28614	0	1	0	0	0	0
Gm28615	0	0	0	0	0	0
Gm28616	0	0	0	0	0	0
Gm28617	0	0	0	0	0	0
Gm28618	0	0	0	0	0	0
Gm28619	0	0	0	0	0	0
Gm2862	1	3	2	2	5	1
Gm28620	0	0	0	0	0	0
Gm28621	0	0	0	0	0	0
Gm28622	0	0	0	0	0	0
Gm28623	0	0	0	0	1	0
Gm28624	0	0	0	0	0	0
Gm28625	0	1	0	0	0	0
Gm28626	3	1	1	0	3	1
Gm28627	0	0	0	0	0	0
Gm28628	0	0	0	0	0	0
Gm28629	0	0	0	0	0	0
Gm2863	0	0	0	0	0	0
Gm28630	0	0	0	0	0	0
Gm28631	0	0	0	0	0	0
Gm28632	0	0	0	0	0	0
Gm28633	0	0	0	0	0	0
Gm28634	0	0	0	0	0	0
Gm28635	0	0	0	0	0	0
Gm28636	0	0	0	0	0	0
Gm28638	0	0	0	0	0	0
Gm28639	0	0	0	0	0	0
Gm28640	0	0	0	0	0	0
Gm28641	0	0	0	0	0	0
Gm28643	0	0	0	0	0	0
Gm28644	0	0	0	0	0	0
Gm28645	0	0	0	0	0	0
Gm28646	0	0	0	0	0	0
Gm28647	0	0	0	0	0	0
Gm28648	0	0	0	0	0	0
Gm28649	0	0	0	0	0	0
Gm28650	0	0	0	0	1	0
Gm28651	1	2	0	0	2	0
Gm28652	0	0	0	0	0	0
Gm28653	0	0	0	0	0	0
Gm28654	0	0	0	0	0	0
Gm28655	0	0	0	0	0	0
Gm28656	0	0	0	0	0	0
Gm28657	0	0	0	0	0	0
Gm28658	0	0	0	0	0	0
Gm28659	8	6	6	4	5	1
Gm2866	0	0	0	0	0	0
Gm28660	1	2	0	1	1	0
Gm28661	16216	9629	9572	9598	12359	12882
Gm28662	0	0	0	0	0	0
Gm28663	0	0	0	0	0	0
Gm28664	0	0	0	0	0	0
Gm28665	0	0	0	0	0	0
Gm28666	0	0	0	0	0	0
Gm28667	0	0	0	0	0	0
Gm28668	0	0	0	0	0	0
Gm28669	0	0	0	1	0	0
Gm28670	0	0	0	0	0	0
Gm28671	0	0	0	0	0	0
Gm28672	0	0	0	0	0	0
Gm28673	0	0	0	0	0	0
Gm28674	0	0	0	0	0	0
Gm28675	0	0	0	0	0	0
Gm28676	0	0	0	0	0	0
Gm28677	0	0	0	0	0	0
Gm28678	0	0	0	0	0	0
Gm28679	0	0	0	0	0	0
Gm28680	0	0	0	0	0	0
Gm28681	0	0	0	0	0	0
Gm28682	0	0	0	0	0	0
Gm28683	0	0	0	0	0	0
Gm28684	0	0	0	0	0	0
Gm28685	11	15	14	6	7	5
Gm28686	1	1	0	0	0	2
Gm28687	0	0	0	0	0	0
Gm28688	3	5	0	6	2	2
Gm28689	0	0	0	0	0	0
Gm2869	8	9	6	3	1	4
Gm28690	0	0	0	0	0	0
Gm28691	0	0	0	0	0	0
Gm28692	0	0	0	0	0	0
Gm28693	12	2	5	6	7	2
Gm28694	2	0	0	0	0	1
Gm28695	0	0	0	0	0	0
Gm28696	0	0	0	0	0	0
Gm28697	0	0	0	0	0	0
Gm28698	0	0	0	0	0	0
Gm28699	0	0	0	0	0	0
Gm28700	0	0	0	0	0	0
Gm28701	0	0	0	0	0	0
Gm28702	0	0	0	0	0	0
Gm28703	0	0	0	0	1	0
Gm28704	0	0	0	0	0	0
Gm28705	0	0	0	0	0	0
Gm28706	0	0	2	1	2	0
Gm28707	4	2	4	0	1	0
Gm28708	0	0	0	0	0	0
Gm28709	0	0	0	0	0	0
Gm2871	2	1	1	0	1	0
Gm28710	0	1	0	1	0	0
Gm28711	0	0	0	0	0	0
Gm28712	0	0	0	0	0	0
Gm28713	0	0	0	0	0	0
Gm28714	0	0	0	0	0	0
Gm28715	0	0	0	0	0	0
Gm28716	0	0	0	0	0	0
Gm28717	0	0	0	0	0	0
Gm28718	0	0	0	0	0	0
Gm28719	5	3	3	4	4	5
Gm28720	2	2	4	2	7	2
Gm28721	0	0	0	0	0	0
Gm28722	0	0	0	0	1	0
Gm28723	1	3	2	0	0	1
Gm28724	0	0	0	0	0	0
Gm28725	0	0	0	0	0	0
Gm28726	0	0	0	0	0	0
Gm28728	0	0	1	0	0	0
Gm28729	58	51	41	26	65	54
Gm28730	5	3	3	8	4	1
Gm28731	1	0	0	0	2	2
Gm28732	0	0	0	0	0	0
Gm28733	0	0	0	0	0	0
Gm28734	0	0	0	0	0	0
Gm28735	0	0	0	0	0	0
Gm28736	0	0	0	0	0	0
Gm28737	0	0	0	0	0	0
Gm28738	0	0	0	0	0	0
Gm28739	0	0	0	0	0	0
Gm28740	0	0	0	0	0	0
Gm28741	0	0	0	0	0	0
Gm28742	0	0	0	0	0	0
Gm28743	0	0	0	0	0	0
Gm28744	0	0	0	0	0	0
Gm28745	0	0	0	0	0	0
Gm28746	0	0	0	0	0	0
Gm28747	0	0	0	0	0	0
Gm28748	0	0	0	0	0	0
Gm28749	0	0	0	0	0	0
Gm28750	0	0	0	0	0	0
Gm28751	0	0	0	0	0	0
Gm28752	0	0	0	0	0	0
Gm28753	0	0	0	0	0	0
Gm28754	0	0	0	0	0	0
Gm28755	0	0	0	0	0	0
Gm28756	0	1	0	0	0	0
Gm28757	0	0	0	0	0	0
Gm28758	0	0	0	0	0	0
Gm28759	0	0	0	0	0	0
Gm28760	0	0	0	0	0	0
Gm28761	0	0	0	0	0	0
Gm28762	0	0	0	0	0	0
Gm28763	0	0	0	0	0	0
Gm28764	0	0	0	0	0	0
Gm28765	0	0	0	0	0	0
Gm28766	0	0	0	0	0	0
Gm28767	0	0	0	0	0	0
Gm28768	0	0	0	0	0	0
Gm28769	0	0	0	0	0	0
Gm2877	1	0	1	0	0	0
Gm28770	0	0	0	0	0	0
Gm28771	0	0	0	0	0	0
Gm28772	0	0	0	0	0	0
Gm28773	0	0	0	0	0	0
Gm28774	0	0	0	0	0	0
Gm28775	0	0	0	0	0	0
Gm28776	0	0	0	0	0	0
Gm28777	0	0	0	0	0	0
Gm28778	0	0	0	0	0	0
Gm28779	0	0	0	0	0	0
Gm2878	0	0	0	0	0	0
Gm28780	0	0	0	0	0	0
Gm28781	0	0	0	0	0	0
Gm28782	1	0	0	0	0	0
Gm28783	0	0	0	0	0	0
Gm28784	0	0	0	0	0	0
Gm28785	0	0	0	0	0	0
Gm28786	0	0	0	0	0	0
Gm28787	0	0	0	0	0	0
Gm28788	0	0	0	0	0	0
Gm28789	0	0	0	0	0	0
Gm28790	0	0	0	0	0	0
Gm28791	2	5	7	1	4	9
Gm28792	0	0	0	0	0	0
Gm28793	0	0	0	0	0	0
Gm28794	0	0	0	0	0	0
Gm28795	0	0	0	0	0	0
Gm28796	0	0	0	0	0	0
Gm28797	0	0	0	0	0	0
Gm28798	0	0	0	0	0	0
Gm28799	0	0	0	0	0	0
Gm28800	3	1	4	1	1	1
Gm28801	0	0	0	0	0	0
Gm28802	2	0	1	0	1	1
Gm28803	0	0	0	0	0	0
Gm28806	0	0	0	0	0	0
Gm28807	0	0	0	0	0	0
Gm28808	0	0	0	0	0	0
Gm28809	37	46	45	33	39	27
Gm28810	0	0	0	0	0	0
Gm28811	0	0	0	0	0	0
Gm28812	0	0	0	0	0	0
Gm28813	0	0	0	0	0	0
Gm28814	0	0	0	0	0	0
Gm28815	0	0	0	0	0	0
Gm28816	0	0	0	0	0	0
Gm28817	0	0	0	0	0	0
Gm28818	0	0	0	0	0	0
Gm28819	0	0	0	0	0	0
Gm28820	0	0	0	0	0	0
Gm28821	0	0	0	0	0	0
Gm28822	0	0	0	0	0	0
Gm28823	0	0	0	0	0	0
Gm28824	0	0	0	0	0	0
Gm28825	0	1	0	0	0	0
Gm28826	0	0	0	0	0	0
Gm28827	0	0	0	0	0	0
Gm28828	0	0	0	0	1	0
Gm28829	0	0	0	0	0	0
Gm28830	0	0	0	0	0	0
Gm28831	0	0	0	0	0	0
Gm28832	0	0	0	0	0	0
Gm28833	0	0	0	0	0	0
Gm28834	0	0	0	0	0	0
Gm28835	0	0	0	0	0	0
Gm28836	1	2	2	0	0	0
Gm28837	0	0	0	0	0	0
Gm28838	0	0	0	0	0	0
Gm28839	0	0	0	0	0	0
Gm28840	0	0	0	0	0	0
Gm28841	0	0	0	0	0	0
Gm28842	0	0	0	0	0	0
Gm28843	0	0	0	0	0	0
Gm28844	0	0	0	0	0	0
Gm28845	0	0	0	0	0	0
Gm28846	0	0	0	0	0	0
Gm28847	0	0	0	0	0	0
Gm28848	0	0	0	0	0	0
Gm28849	0	0	0	0	0	0
Gm2885	5	6	7	8	6	10
Gm28850	0	0	0	0	0	0
Gm28852	0	0	0	0	0	0
Gm28853	0	0	0	0	0	0
Gm28854	0	0	0	0	0	0
Gm28855	0	0	0	0	0	0
Gm28856	3	3	1	2	2	2
Gm28857	3	0	3	0	0	0
Gm28858	0	0	0	0	0	0
Gm28859	0	0	0	0	0	0
Gm28860	0	0	0	0	0	0
Gm28861	0	0	0	0	0	0
Gm28862	0	0	0	0	0	0
Gm28863	0	1	2	0	0	2
Gm28864	0	0	0	0	0	0
Gm28865	0	0	0	0	0	0
Gm28866	0	0	0	0	0	0
Gm28867	0	0	0	1	0	0
Gm28868	0	0	1	0	1	0
Gm28869	5	1	2	2	7	6
Gm28871	0	0	0	0	0	0
Gm28873	0	0	0	0	0	0
Gm28874	3	3	6	4	4	1
Gm28875	68	74	85	47	57	71
Gm28876	1	0	2	0	1	0
Gm28877	0	0	0	0	0	0
Gm28878	0	0	0	0	0	0
Gm28879	0	0	0	0	0	0
Gm2888	0	0	0	0	0	0
Gm28880	0	0	0	0	0	0
Gm28881	0	0	0	0	0	0
Gm28882	0	0	0	0	0	0
Gm28883	22	20	19	12	14	12
Gm28884	3	2	1	1	1	2
Gm28885	0	0	0	0	0	0
Gm28886	0	0	0	0	0	0
Gm28887	0	0	0	0	0	0
Gm28888	1	0	0	0	1	0
Gm28889	0	0	0	0	0	0
Gm28890	0	0	0	0	0	0
Gm28891	0	0	0	0	0	0
Gm28892	0	0	0	0	0	0
Gm28893	0	0	0	0	0	0
Gm28894	0	0	0	0	0	0
Gm28895	0	0	0	0	0	0
Gm28896	0	0	0	0	0	0
Gm28897	0	0	0	0	0	0
Gm28898	0	0	0	0	0	0
Gm28899	0	0	0	0	0	0
Gm28900	17	27	20	18	19	19
Gm28901	0	0	0	0	0	0
Gm28902	0	0	0	0	0	0
Gm28903	0	0	0	0	0	0
Gm28904	1	0	0	0	0	0
Gm28905	0	0	0	0	1	0
Gm28906	0	0	0	0	0	0
Gm28907	0	0	0	0	0	0
Gm28908	0	0	0	0	0	0
Gm28909	0	0	0	0	0	0
Gm28910	0	0	0	0	0	0
Gm28911	35	53	29	42	28	27
Gm28912	0	0	0	0	0	0
Gm28913	0	0	1	1	1	0
Gm28914	0	0	0	0	0	0
Gm28915	0	0	0	0	0	0
Gm28916	0	0	0	0	0	0
Gm28917	0	0	0	0	0	0
Gm28918	0	0	0	0	0	0
Gm28919	0	0	0	0	0	0
Gm2892	0	0	0	0	0	0
Gm28920	0	0	0	0	0	0
Gm28921	0	0	0	0	0	0
Gm28922	0	0	0	0	0	0
Gm28923	0	0	0	0	0	0
Gm28924	0	0	0	0	0	0
Gm28925	0	0	0	0	0	0
Gm28926	0	0	2	0	0	1
Gm28927	4	2	0	1	2	2
Gm28928	0	1	0	1	0	0
Gm28929	0	1	0	0	0	0
Gm28930	0	0	0	0	0	0
Gm28932	2	4	0	0	1	1
Gm28933	0	0	0	0	0	0
Gm28934	0	0	0	0	0	0
Gm28935	1	1	1	0	0	1
Gm28936	0	0	0	0	0	0
Gm28937	0	0	0	0	0	0
Gm28938	0	0	0	0	0	0
Gm28939	0	0	0	0	0	0
Gm28940	0	0	0	0	0	0
Gm28941	3	3	1	3	0	1
Gm28942	0	1	0	0	0	0
Gm28943	0	0	0	0	0	0
Gm28944	0	0	0	0	0	0
Gm28945	0	0	0	0	0	0
Gm28946	0	0	0	0	0	0
Gm28947	0	0	0	0	0	0
Gm28948	0	0	0	0	0	0
Gm28949	0	0	0	0	0	0
Gm2895	0	0	0	0	2	0
Gm28950	0	0	0	0	0	0
Gm28951	0	0	0	0	0	0
Gm28952	0	0	0	0	0	0
Gm28953	0	0	0	0	0	0
Gm28954	0	0	0	0	0	0
Gm28955	0	0	0	0	0	0
Gm28956	0	0	0	0	0	0
Gm28957	0	0	0	0	0	0
Gm28958	0	0	0	0	0	0
Gm28959	0	0	0	2	0	0
Gm28960	0	0	0	0	0	0
Gm28961	0	0	0	0	0	0
Gm28962	0	0	0	0	0	0
Gm28963	0	0	0	0	0	0
Gm28964	0	0	0	0	0	0
Gm28965	0	0	0	0	0	0
Gm28966	0	0	0	0	0	0
Gm28967	0	0	0	0	0	0
Gm28968	0	0	0	0	0	0
Gm28969	0	0	0	0	0	0
Gm2897	2	3	1	2	1	0
Gm28970	0	0	0	0	0	0
Gm28971	0	0	0	0	0	0
Gm28972	0	0	0	0	0	0
Gm28973	0	0	0	0	0	0
Gm28974	0	0	0	0	0	0
Gm28975	0	0	0	0	0	0
Gm28976	0	0	0	0	0	0
Gm28977	0	0	0	0	0	0
Gm28978	0	0	0	0	0	0
Gm28979	0	0	0	2	0	0
Gm28980	4	0	3	0	1	4
Gm28981	0	0	0	0	0	0
Gm28982	0	1	0	0	0	1
Gm28983	0	0	0	0	0	0
Gm28984	0	0	0	0	0	0
Gm28985	0	0	0	0	0	0
Gm28986	0	0	0	0	0	0
Gm28987	0	0	0	0	0	0
Gm28988	0	0	0	0	0	0
Gm28989	0	0	0	0	0	0
Gm28990	0	0	0	0	0	0
Gm28991	0	0	0	0	0	0
Gm28992	0	0	0	0	0	0
Gm28993	0	0	0	0	0	0
Gm28994	0	0	0	0	0	0
Gm28995	0	0	0	0	0	0
Gm28996	0	0	0	0	0	0
Gm28997	0	0	0	0	0	0
Gm28998	0	0	0	0	0	0
Gm28999	0	0	0	0	0	0
Gm29000	0	0	0	0	0	0
Gm29001	0	0	0	0	0	0
Gm29002	0	0	0	0	0	0
Gm29003	0	0	0	0	0	0
Gm29004	0	0	0	0	0	0
Gm29005	0	0	0	0	0	0
Gm29006	0	0	0	0	0	0
Gm29007	0	0	0	0	0	0
Gm29008	0	5	1	3	3	3
Gm29009	0	0	0	0	0	0
Gm29010	0	0	0	0	0	0
Gm29011	0	0	0	0	1	0
Gm29012	0	0	0	0	0	0
Gm29013	0	0	0	1	0	0
Gm29014	0	0	0	0	0	0
Gm29015	0	2	0	0	0	0
Gm29016	0	0	0	0	0	0
Gm29017	0	0	0	0	0	0
Gm29018	0	0	0	0	0	0
Gm29019	0	0	0	0	1	0
Gm29020	0	0	0	0	0	0
Gm29021	0	0	0	0	0	0
Gm29022	0	0	0	0	0	0
Gm29023	0	0	0	0	0	0
Gm29024	0	0	0	0	0	0
Gm29025	0	0	0	0	0	0
Gm29026	0	0	0	0	0	0
Gm29027	0	0	0	0	0	0
Gm29028	0	0	0	0	0	0
Gm29029	0	0	0	0	0	0
Gm29030	0	0	0	0	0	0
Gm29031	0	0	0	0	0	0
Gm29032	0	0	0	0	0	0
Gm29033	0	0	0	0	0	0
Gm29034	0	0	0	0	0	0
Gm29036	0	2	1	1	1	0
Gm29037	0	0	0	0	0	0
Gm29038	0	0	0	0	0	0
Gm2904	24	27	21	19	20	22
Gm29040	0	0	0	0	1	0
Gm29041	0	0	0	0	0	1
Gm29042	0	0	0	0	0	0
Gm29043	0	0	0	0	0	0
Gm29044	0	0	0	0	0	0
Gm29045	0	0	0	0	0	0
Gm29046	0	0	0	0	0	0
Gm29047	0	0	0	0	0	0
Gm29048	0	0	0	0	0	0
Gm29049	0	0	0	0	0	0
Gm29050	0	0	0	0	0	0
Gm29051	0	0	0	0	0	0
Gm29052	0	0	0	0	0	0
Gm29053	0	0	0	0	0	0
Gm29054	4	0	1	2	0	2
Gm29055	4	0	1	4	4	2
Gm29056	0	0	0	0	0	0
Gm29057	0	0	0	0	0	0
Gm29058	0	0	0	0	0	0
Gm29059	0	0	0	0	0	0
Gm29060	0	0	0	0	0	0
Gm29061	0	0	0	0	0	0
Gm29062	0	0	0	0	0	0
Gm29063	0	0	0	0	0	0
Gm29064	0	0	0	0	0	0
Gm29065	0	0	1	0	0	0
Gm29066	0	0	0	0	0	0
Gm29067	0	0	0	0	0	0
Gm29068	0	0	0	0	0	0
